id,document,label
7071805,치킨집 사장님이 이 영화를 싫어합니다.,긍정
9996389,반복은 어바웃타임이 난듯,부정
4650799,죽음이 토핑된 깔끔한 우디엘런의 브런치,긍정
5741304,시사회 때 보고 나니 진한 여운이 남네요. 작은 영화들 힘내세여.,긍정
9872724,아들의 모습이 인간 본연의 모습이길,긍정
2936337,ㅋㅋ초딩때 무지 재밌게 봤는데...ㅋㅋㅋㅋ김지선이 반찬 소개할때가 생각나네,긍정
3351355,너무 재밌어서 역사공부 하게 만드는 ..,긍정
7418012,진짜 눈물이 날 수밖에 없는 영화,긍정
9683428,속 깊은 진짜 사나이. 그랜토리노!,긍정
7305124,예고편만 봤는데도 재밌넹!~~~~~~~~~~~~,긍정
910825,"절대보지마셈! 존나 비현실적에, 악당도허접하구, 으아 괜히봐따",부정
6155206,정말 웃음과 눈물이 교차로 나왔다,긍정
2144368,재밌습니다. 한국말도 자주 나오고..,긍정
10161757,여자사람친구랑 보려고했는데 까여서 못본 슬픈현실 ..,부정
8857398,의리고 나발이고 최악이었다!!!,부정
8612789,편하게 보기 괜찮아요 ㅎ,긍정
337643,우리나라 애니가 망하는 이유중 하나 성우 OOO,부정
9575982,5점대는 너무하다 이 자본가들아. 돈 있는 놈들이 평점 낮춘게 분명해.,긍정
2745807,소설이원작인가?이런소설은생각하면서 의미를부여하지만..영상으론 최악임...,부정
10045364,그닥....안보는게더나앗던영화인듯ㅋㅋ,부정
10022893,핵노잼.. 모험의시작보고 잼써서 이것도 봤는데 이건진짜 핵조잼,부정
8566142,감옥과 범죄의 성장 드라마,부정
6758242,빈틈을 찾아볼수 없는 완벽한 작품,긍정
492523,이것도 영화라고 산만한거 맞음..,부정
4565015,잔잔한감동을준영화.보고난후감동의여운도길었네요~오늘장진영님의이영화가보고싶어요,긍정
2535997,재밌기만 하구만...,긍정
8993431,인피니트 오래가자! 화이팅!,긍정
8502630,본 지가 꽤 지났는데도 그 여운이 굉장히 긴 영화. 가슴이 시리도록 파고 들어옴.,긍정
9656629,주인공할아버지 팬 됐어요~~~ 주변에 추천해주고싶은영화!!,긍정
302008,정신없이 보다보니....아쉽네,긍정
6286044,모든 유대인이 같은 생각을 하는건 아니라서 다행이다,긍정
2238910,통쾌무비하기가 북두의 권도 울고 간다,긍정
7313440,연기와 스토리가탄탄!! 소간지의 숨막히는 수트는 덤으로^^,긍정
1724525,유치한 영화. 스토리 구질. 캐스팅 최악 돈만 날린 영화,부정
3106695,끝까지 본 내가 대견하다,부정
3274238,"나홀로 1개대대를 때려잡는,, 마지막엔딩이 슬프다",긍정
9661285,와 이거 대박..ㅠㅠㅠ,긍정
8052011,그냥 최고라고 밖에 할수 없는 사극,긍정
9661597,어떤 의미에선 정말로 공포스럽다. (부들부들~~),부정
3293415,이 영화 볼거리는 바로 애슐리와 미라의 아름다움의 대결,부정
9316302,보고싶다...ㅠ진짜 진짜,긍정
2498552,나정말이거초등학교2학년때보고 별짓을 다했던 ㅋㅋㅋ 추억의영화,긍정
6567397,재미없다.1점먹어라..,부정
2117475,기차 추적신이 제일 재밌네요!! 후라이팬으로 얼굴 후려쌔리기 압권 ㄱ-,긍정
4026031,아 뭘까영;ㅜㅐㄴㅁ,부정
9488717,홍진호가 최고여야 하고 홍진호만 우승해야 한다고 주장하는 콩빠들 극혐;;,부정
8549745,평점이 너무 낮아서...,긍정
9505655,충격적이면서 사실적인 중국의 모습이 담겨있다.,긍정
9950038,브루스 윌리스도 윌스미스 처럼 웃기다,긍정
4557906,"새로운것도 새로운거지만, 이건 시도적인 마인드를 놓고봐도 못봐주는 영화",부정
1364841,단순한 스토리 지루한 전개 흥행성공한 이율 모르겠네,부정
2982004,잔잔하다 못해 지루하다.,부정
5437111,사랑 취향이 같은 두 친구의 묘하고 섬세한 이야기 ^^,긍정
5659400,보는내내 몇신지 보게됬던영화,부정
8053625,내가본 판타지시리즈중 해리포터 다음으로 최고,긍정
10198565,말이 필요한가?봐도봐도 질리지않아,긍정
3294384,어린시절 정말 무섭게 본 영화~~역시 유명한 영화였구나~,긍정
6157005,꽃님이도 소재도 좋은데 전개방식이 약간 식상함,부정
10170077,나라면 저런상황에 닥치면 어떠한 결정을 했을까,긍정
9021686,모든 애니메이션을 뛰어넘은 명작 그이상의 작품.,긍정
6831520,소재는 좀 그렇지만 배우들에 연기력과 영상미가 깊은 여운을 남기네요^^,긍정
3427678,"나이가 들어도 여자는 여자다. 시도는 좋으나 저렴한표현, 그녀의소설과 난 상극인듯",부정
673179,미친아내와 미친남편 그리고 미친소녀,부정
9712896,완전 울었어요 ㅠㅠ잼따,긍정
8812751,이 영와 재미있네요.. 역시 무술영화,긍정
8852328,너무 재미없어서 끝까지 보지도 못함. 말그대로 재미가 없어,부정
7396143,오인혜나온대서봤는데 뭐고이게...,부정
839118,그냥 보이는대로 느끼고 웃기만 하면 된다!!!,긍정
8439587,드디어 끝났어... 라고 들린다,긍정
2027270,"새로운 시도도 없으면서, 일관성도 없는, 잡스러운 영화!",부정
251624,쓰레기같은이라니..?내용은 별로라도 볼거리 하나만은 끝내줬다.,긍정
8647492,기대안하고 봤는데 재밌음,긍정
6244991,맨 마지막 대결때 대사가 좀 유치해서 1점 깎는다. 완전 재밌게가다가 웬...,긍정
4358821,산타 클로스는 있다. 끝.,부정
6254136,이건 흥행을 목적으로 만든게 아니다. 말그대로 큰웃음만 주면 된다,긍정
7450332,허무한 결말 새벽의저주 28시리즈 본사람은 알거다,부정
8062738,엑소시스트류 속에 근친상간 코드가 포함된 저예산물.,부정
3027249,"달달하지만 끝맛은 쓴, 사탕같은 영화",긍정
8220467,사랑하기에서로를 떠난다는것...슬프지만너무나멋졌던이야기...,긍정
5742051,나로인해 5.5였던 평점이 7로 올라간다!,긍정
6405481,더럽게 재미없네 2점부터 점수준것들 M창,부정
9239858,유쾌하고 재미 있어요! 별기대없었는데 여운도 남네요,긍정
1975405,에로티시즘의 절정!! 뛰어난 연출력과 탄탄한 구성력.,긍정
4007969,정신없다.. 포장지만 으리으리한....,부정
5389627,짱깨공포영화 진짜 수준떨어지네 ㅡㅡ 뭐고이게,부정
4573037,청소년 관람불가네요. 초등학생때 학교 단체관람으로 중앙극장에서 봤습니다.,긍정
4509167,별다른 감흥이 안 느껴진다.,부정
5469056,몽환에 의지하지 않고 기괴함은 살려둔 이야기 있는 린치의 영화,긍정
10114252,쓰레기영화브래드피트가 주인공과동일인물 내용도싸음하고 사회질서어지럽히고 싸이코영화,부정
810376,정말 재미있었다.. 지금 봐도 손색 없는 작품,긍정
6022348,JYP홍보영화로 전략한 영화,부정
9975499,"재미있게 봤던 영화, 좋았던 영화~",긍정
2228256,정말 최고의 영화 입니다 !! 사람을 깜짝 놀라게 하네요 ㅎㅎ 최고입니다,긍정
7518741,조폭존경합니다 의리....이수준의 고삐리들이 좋아할만한 영화군 ㅋㅋ,부정
8726284,모니카 벨루치 아주 예쁘다,부정
83759,"잘만 하면 코메디 영화의 수작이 될 수도 있었으나, 이도저도 아닌..",부정
4197858,"소설은 봤는데,,영화가 나왔었네..??",부정
8059645,나름 재밋게는 봤으나 다시 보고싶지는 않다.,부정
8022811,으음 평생 처음으로 로긴하게 하는 영화,부정
10275981,이색적이나 조화롭지 못한 맛의 동서양 퓨전,부정
3621380,"강선교사님의 헌신내려놓음도 멋지지만, 묵묵히 따르는 사모님의 모습이 아름다우세요",긍정
3518624,영화 본 후에 감독님과 배우와 만날 수 있는 행운이 있어서 더 좋았습니다.,긍정
9598588,정말 재미없음.시사회라 무료로봤는데도 재미없음. 집에서 모던패밀리나 볼껄,부정
4455332,"대학에서배우지못했던것, 가슴안의뜨거운열정을느꼈다.",긍정
9471298,"다 좋다. 단순, 간결하고 오버, 과장하는면도 좋다. 2편 나오길 기대한다,.",긍정
4053418,아앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 숨넘어가는줄 알앜음ㅋ,긍정
4261644,"기대감도 없었는데 실망감과 허탈함이,.,..",부정
2383765,"아름답다,아름답다, 매우 아름답다!",긍정
8907633,아이가 너무 즐겁게 보는 모습에 같이 즐거워졌던 영화였던것같아요^^,긍정
9948888,"교훈이 있는 좋은 영화네요.영화의 흐름이 자연스럽고, 지루한틈이 없이 잘봤습니다.:)",긍정
9699193,예전에 인소보던게생각나서 찾아봤는데 완전개오글..,부정
4384535,시간 많으신분들만 보시길.. 엄청 지루합니다,부정
5051243,공포영화같지 않은 공포물,부정
7328000,최다니엘장나라 정말 달달하고 글짜임도좋은것같네요~,긍정
5226331,난 너무 얌전한 십대를 보냈나보다. 솔직히 좀 무섭고 불쾌했다.,부정
4884906,영화 BGM을... 내 자녀에게 들려주고 싶지 않은 영화는... 처음이었다...,부정
2712290,일본의 미학. 일본의 철학. 동양의 미학.,긍정
8945894,10년전쯤 봤는데 아직도 마지막 장면이 인상에 남네요...,긍정
5895798,나이먹고 이 영화를 보니 그저 인생 그 자체다.임권택 정말 대단한 감독!,긍정
8720493,"여자들이야 어떨지 모르겠지만 남자들에겐 공감을 얻기 힘든, 신변잡기에 가까운 느낌",부정
3620887,막장도 이런 막장이 없다 ㅋㅋㅋ 영화를 뭐 만들다 만 느낌?,부정
8415804,별로 .. 그냥 그런듯?,부정
10021409,최고야~~ 진짜 닥치고 일단보자.,긍정
229587,스포츠 멜로물로는 잘만들어진영화이다.,긍정
8110670,씐나ㅋㅋㅋ 애기들 춤추는장면에서 턱빠질뻔... 물튀기면서 춤추고 진짜 멋있다ㅠㅠㅠ,긍정
8363799,다시 사랑할 수 있을까? 사랑하고 싶어지는 영화네요. 신선한 감각,긍정
6652589,어디서 구할데 없나요? 정말 다시 보고 싶은 영화인데..,긍정
7135905,부럽당.. 저런 사랑하고싶어용,긍정
9855523,또봐도 재미있는영화~~!,긍정
7993100,전체적으로 총체적난국이다. 1시간도안보고 껐는데 그마저도 시간아까움.,부정
8085595,긴 러닝타임 중 흥미롭게 본 부분이 없다. 너무 지루하다,부정
6670126,이게 그 사이보그만 제외하고 총몽을 빼긴 에니메이션인가요?,부정
10212763,마음이 따뜻해지는 코미디,긍정
9931361,내용이 너무심오하고 난해하지만 볼만하다 안성기 연기력 역시 굿!,긍정
1200974,리버 피닉스가 죽기 전에는 이렇게 발랄하던 키아누가......,긍정
6163659,"황금비, 피보나치수열은 초딩도 아는건데;;",부정
9211021,허니잼 예스잼 꿀잼 잼잼,긍정
2215596,어제 밤에 디엠비에서 해줘서 봣는데 완전 재밌더군요 ㅋㅋㅋㅋㅋ,긍정
6876152,이렇게 재미업게만드는것도 재주라니깐 ㅇㅇ..,부정
4321341,천사몽을 보다가 졸아서 꿈을꿨는데 악몽이었다,부정
7334415,미치도록 보고싶다.,긍정
7042881,짐캐리의 코믹연기가 돋보인 작품.,긍정
10003737,저 처절한 고통과 복수의 희열 슬픔 해탈이 공감이 가,긍정
9206360,이게 다 놈현 때문이다 잃어버린 10년,부정
8673287,이 영화 감독이 12명 이면 무서워야 하는거 아님? 전 별로 이영화 ㅡㅡ,부정
955186,색다른 느낌의 영화한편으로 상쾌한 기분...^^,긍정
2681472,완전 완소영화... 1925년도에 만들어진 작품이라고는 생각이 안든다... 최고다..!!,긍정
8807384,마지막장면 노래랑 장면이 너무슬펏다..,긍정
9118645,0점 주고 싶은데 밑에 알바냐 에쎔알바인지...,부정
9806861,공유 연기장난아니네 내용도 빵빵하네..,긍정
6066900,볼만하다ㅋㅋ 굳굳 ..,긍정
10013960,완전 인상적인 명작임 특히 오프닝신은 몇년이 가도 안잊혀짐,긍정
9837193,주인공 형제의 순수함이랑 그림체가 너무 잘어울렸어요 더빙도 괜찮았구요,긍정
5507006,음악영화? 왠지 잼날거같은데용?!ㅎㅎㅎ,긍정
9134673,이걸 영화라고 러시아도 니네 문학 반만 따라가봐라,부정
6684801,사연많은집의 뒤죽박죽 막장 가족극 사라는 귀여운듯,부정
9660589,남의 나라 공산화시키며 양만 학살한 인간백정 미화 영화,부정
8112806,"B급 영화, 너무 평점이 높네....",부정
9106464,감독은 관객을 상대로 게임을 하는것이다,부정
8578311,다이애나가 뭘했는지 의문을 가지게하는 영화,부정
9567854,이건 진짜 극장에서 봐야함~~!!생동감 있는 영상에 앙 몰입도도 짱~~!!^^,긍정
9953700,록키 시리즈 최대의 암덩어리 폴리. 신규 암덩어리 토미 ㅋㅋ,긍정
1922555,스피드로 떴던 키아누의 후속작이었으나 대단히 졸작인 각본과 연출로 실망적,부정
26689,쫑훈이가 나왔는데 좀 높게줘야지..비록 안봤지만..;,긍정
9541349,고등회를 먹고싶게 만드는 한류 애니 영화 역사상 가장 위대한 영화,긍정
9674868,아 진짜 웬만하면 영화 재밌게 보는데 이 영화는 진심으로 보고나서 열불터짐. 아오,부정
5702030,그냥 너무 풋풋하고 신선한 느낌이었던거 같다.. 너무 좋았다,긍정
9277361,개그맨들 나오고부터 3는 재미없어졌다!!!,부정
4752792,아 진짜 스토리 개판이네. 왕정이 만든것중에 제대로된게 없다,부정
5839584,오래전 보려던 영화가 시간대가 맞지 않아 우연히 보게 되었던 영화. 추천!!,긍정
4885672,음모 라는 소재를 가볍게 풀어냄.,부정
9796295,와 ㅡㅡ 이영화 졸작이라는애들은 진짜 어휴 생각수준오진다 진짜....,긍정
6630881,시간이 남아돈다면 무심코 보길 바람,부정
2422009,진짜 재미없다 먼치킨 전형,부정
9967763,핵노잼...내 취향은 아니듯..,부정
8829630,고아라 이쁘다 요즘 새삼 느낌 ㅎㅎ,긍정
5241113,"사극에선 허준 , 사극제외하고선 첫사랑이 제일 재밌게본듯.",긍정
9270966,액션은 기대이하이고 여주 예쁜것 빼고는 볼것도 없음.,부정
8816126,풍기는 뉘앙스는 공포호러 같아요.,부정
240578,오늘 케이블로 보고 시간의 아까움을 알게된 허접한 SF,부정
4503897,당시엔 정말 혁명적이었던 만화영화!,긍정
8072486,올리버 스톤의 횡설수설...,부정
6171837,발로 찍은 한심한 영화. 이런 졸작을 돈 내고 보느니 차라리 그시간에 잠을 자라,부정
5792764,이건 정말 시시한데 좀 섭섭해 할까봐 10점 주는거임 그리고 남지현이상한데,긍정
4066487,이런 재미없는영화는 첨입니다.,부정
8879221,토르나토레와 모리꼬네가 뭉치면 악마의 영혼도 홀릴수있을것이다.,긍정
10133657,쇼생크와 함께 내 인생최고의 영화다,긍정
7942375,예전에 코난극장판 전편받아서 본적있었는데...새로나온건줄알고봄..ㅠㅠ 그래도 코난은 잼써,긍정
4959053,"ㅋ진짜 최악... 자다가 야한장면 좀 보다가 또 자고, 깨우면 잠깐보다 또자고..",부정
8030152,이현우 짜응 모두다짜응♥♥♥,긍정
9061454,인도 영화 아니랄까봐...(빈약 스토리 + 뜬금 공연...;;;),부정
9380761,리뷰를 OO들이 해서 점수가 이따위인거지 영화는 훌륭하네요,긍정
5679743,우히히히 완전 잼있어,긍정
10118131,박보영의 재발견. 제대로 작품 잡은듯,긍정
7883756,이거 재밌다고 한놈 누구야... 패 죽이삔다..,부정
6328015,인주가 어떻게명장이되남요.버섯장난에 준영손마비시키고 마지막회는 안보는게좋았을듯,부정
5863446,심심풀이 땅콩 영화로 딱이다,부정
7251284,마지막에 엉성하게 끝났지만 최고의 상어영화라고 자부한다... 시대를 뛰어넘는다,긍정
8935919,오랫만에 정말 유쾌하고 재밌게 본 영화!,긍정
127207,보통 영화랑 비교하지 마시길...,부정
4111181,"당시 극장에서 2번봤음..스크린앞쪽에서 폭죽도 터트렸음,,최고였음 ~~~~~",긍정
8444947,그냥 총체적 난국이다..,부정
6389785,나비효과의 아류작...2는 평점이 더 낮던데 그건 얼마나 더 최악인거지?,부정
8668185,하다 못해 킬링타임도 안되는 영화,부정
9682970,할리우드식 영화를 거의 고대로 베꼈다. 이은주는 여기서도 죽는건가,부정
8279556,남자들이 너무 다 쓰레기다..보면 불쾌하기만함,부정
2310281,영화관에서 봤엇는데 지루해서 잣던 기억이 ㅡㅡ;;;;;;;;;성룡영화중 최악,부정
4883739,완전 찝찝한 영화...,부정
10229870,나는 행복해지고 싶다. 또한 다른 사람을 행복하게 만드는 사람이고 싶다.,긍정
6630631,개인적으로 홍자매 작품중에 최악,부정
9908771,우리형 호날두가 늘 받는 평점,부정
1644471,당시에도 유치하기만 했지 재미없던데? 민망해서 몬 보겠더라.,부정
8079561,킬링 타임용 영화라고 봅니다,부정
8677131,0점을 줄 수 있도록 시스템 개선해 주세요.,부정
8664579,창정이행님 여기 삐끼1로 나옴 ㅋ 중훈햄 완전 정점때 최고의 영화!,긍정
747965,지브리의 작품들을 능가하는 놀라운 환상의 세계.걸작중걸작,긍정
3427778,흠 뭔가 허접하고 재미없네요,부정
5486590,어쩌면 저런 사람이 있기에 세상이 어둡고 나쁘게 보이지만은 않습니다,긍정
5700561,"죽은 동생의 영혼은 떡밥, 결국은 흔한 멜로물",부정
1108391,정말 오랫동안 기억에 남을 영화,긍정
9200409,집에 너무 많은 걸 투자했다.,부정
9640934,개10노잼 보다가 진짜 졸았다,부정
1875889,또게이야...아놔 대가리에 뭐가들어있는지!!!,부정
4843110,건조하고 무미하다.,부정
8759531,타짜의 박감독 에게 책을 극으로 옮길때의 포인트를 배우자...,부정
10276014,하나의 감정만으로는 이름 붙여질 수 없는 나의 기억들,긍정
9295038,애들 보는 영화. 허접하고 유치함이 하늘을 찌른다.,부정
6325782,어쩌면 내 인생 최고의 애니메이션이 될 듯..,긍정
9266414,007 자체가 재미없다.,부정
4882288,추천 합니다..공연장온 느김이예요...,긍정
2965991,잔인하게 아름다운 영화 두 주연배우만큼이나 매력의 끝이 없는 영화,긍정
2112220,시사회 갔다왔는데..이만한 배우들로 이런 영화 찍기도 힘들다,부정
7901930,쓰레기. 왜 0점은 입력이 안되는 거냐,부정
8280423,내눈엔 서우만 들어왔다 그게다였다...,부정
6102098,없어보이는게 너무 많았음 스타덤 좋아하는데.. 스토리가 망침 ㅠ,부정
1402929,영구와공룡쭈쭈 이후 사상초유의 특수효과를 자랑하는 괴수영화,부정
7940157,최고의 영화... 한 다섯번은 본것같음 OST도 최고.,긍정
8530340,이런 사랑 하고싶어...!,긍정
3996011,김하늘 마음의 상처까지 치유하는 그녀의 매력..,긍정
10042831,이런 식으로 만들려면 애초부터 시작도 하지말자.,부정
9816737,라디오 생방송의 재미 100% ㅋㅋ,긍정
9980647,진흙탕에서 질척거리는 야심,부정
9987814,젊다는 이유로 야비한 것도 야망으로 보일수 있겠구나.,긍정
1685462,원작 대단해요 정말 많이 울었음 책보면서 그렇게 운적 처음 ㅡ ㅡ;,긍정
2132623,미치겟다 이게 무슨 10점 1점도 아깝더,부정
87389,넘 어설프다..스릴잇는액션장면에 댄스곡이머람..내용도 형편없고,부정
885143,보고 할 말 잃은 영화,부정
6196295,생각보다 무겁지 않아요. 어린세대 분들에게도 추천. 나이가 있으신분들에게도 강추.,긍정
9474388,완전 재미없음!!!! 시청률은 슈퍼맨 덕을 보고 있음!!! 삼둥이한테 고마워 해야지!!!,부정
9343674,그림이 참 아기자기하고 아름답다. 사랑 찾아 삼만리~,부정
10000591,처음에 엔딩만 봤을 때 한번 울고 나중에 다 봤을때 또 울었다. 너무 슬프다. ㅠㅠ,긍정
8574623,뭐이리 재미없는영화가..세얼간이는완전대박이었는데 네얼간이는그야말로 바보같은...ㅜㅜ,부정
8073874,나도 알콜마시면 강해지려나?,긍정
6321523,시청률이...하이킥3보다 훨씬잼있어요ㅋ,긍정
6986736,내 세금.. ㅠㅠ 투표로 보여주리... ㅠㅠ,긍정
10158630,이게왜 7점대냐... 진짜 눈도 즐겁고 깊이있는 스토리에 잘봤습니다,긍정
8498878,“대한민국에 전문가가 어디 있어? 사기꾼 빼고” -영화 '부러진화살',부정
8205129,왠지 감독이 로버트 로드리게즈와 관계 있는 것 같다,부정
10121128,티비로 보는데 졸라 웃기다 10점준다ㅋㅋ 아이고 배야,긍정
10153842,내 삶의 많은 순간을 차지한 영화,긍정
4463379,왜냐고? 아무이유없어,부정
62651,저도교과서에서봤는데 너무재미있는내용이에요 ㅋㅋㅋㅋㅋㅋㅋ,긍정
7278949,어린이들뿐 아니라 어른들도 유쾌하게 볼수있는영화,긍정
7436546,소재는 신선(?)한데 좀...,부정
2096842,또 조폭 영화야 했으나 정성이 많이 들어간 좀 다른 조폭 영화더군요,긍정
7916066,최고의 잠수함영화~,긍정
709154,현실적이지 않을것 같은 집착....매우 거북!!!,부정
8637757,재난영화의 수작...,긍정
4879638,진 짜 리얼 개 쓰레기 영화 . 다 보고 나면 정말 찝찝해지는 영화 절대보지마,부정
5127036,우연히 티비로 보았는데요~ 정말 제 자신이 정화된 느낌이 드는 것 같아요!,긍정
6996839,강희누님때문에 본다 ㅋㅋㅋㅋㅋ 완전 귀요미ㅋㅋㅋ,긍정
7954534,명실공히 최고의 마초영화.,긍정
8193963,컴터 전기세가 아깝단 생각이...,부정
7391853,짜증날정도로 디테일하다. 연기가 아닌 삶을 연출하고있다.,긍정
8137897,평점이 10이라고?1 내려줘야지!,부정
9449583,푸르고 청초하다. 아름답다. 지금 이 시절에는 담아낼 수 없는 감성.,긍정
7286668,갑자기 결말이 병맛이 되버렸다,부정
8534836,티비나와서 계속귓속말하는거 진짜답답하다 귓속말좀하지말지,부정
8771386,30분정도 보다 졸려서 삭제했네요.. 너무지루.. 저에겐 안맞네요.,부정
3071834,오랜만에 신선한 웃음 굿~,긍정
8727186,유해진 진구 연기 좋아요..,긍정
10071351,"삶이란, 인생이라는 이름의 관 속에서 계속해서 희망고문 당하다 묻히는 걸로 끝난다.",긍정
2297095,"분위기는 Good, 하지만 연출은 Bad",부정
8462070,"연출,대본,연기 모두 만족스런 최고의 로코!!^^",긍정
6386672,"시장의 효율성, 인간의 합리성? 다 헛소리. 진실은 여기에.",긍정
6852542,"소재는 괜찮은데, 볼거리는 최악의 영화",부정
2852534,보다 잤다.. 아무튼 마키는 이쁘더군,부정
1061852,1위를 향하여~ ^^:,부정
9603471,고맙습니다 아니저희를위해 지금까지버텨주셔서 죄송하고 감사합니다아빠,긍정
3412371,핀란드 영화는 첨인데.... 딴 건 다 모르겠고.. 여자들 연기하는 정말!!! 완전!!!!,긍정
10127063,가족과 볼수있는 좋은영화,긍정
3889802,스토리가좀.....,부정
2866726,서극은 아직도 천녀유혼 때 쓰던 특수효과 장비를 사용하고 있는 듯,부정
10060533,"정우 인생의 일대기, 바람이 부는바람이 아닌, 내가 바라는 것.",긍정
8016205,돈날렸다 공감좀132131432ㅋㅋ,부정
69622,좋은 드라마 되세여~ *^^*,긍정
